,id,time,geometry,Throttle Position.value,Throttle Position.unit,CO2.value,CO2.unit,GPS VDOP.value,GPS VDOP.unit,GPS Bearing.value,GPS Bearing.unit,GPS Speed.value,GPS Speed.unit,GPS Altitude.value,GPS Altitude.unit,Rpm.value,Rpm.unit,GPS Accuracy.value,GPS Accuracy.unit,GPS HDOP.value,GPS HDOP.unit,Intake Temperature.value,Intake Temperature.unit,Speed.value,Speed.unit,Intake Pressure.value,Intake Pressure.unit,Consumption.value,Consumption.unit,Calculated MAF.value,Calculated MAF.unit,Engine Load.value,Engine Load.unit,GPS PDOP.value,GPS PDOP.unit,track.id,track.length,track.begin,track.end,sensor.type,sensor.engineDisplacement,sensor.model,sensor.id,sensor.fuelType,sensor.constructionYear,sensor.manufacturer
70,5eb7582165b80c5d6be69f6b,2020-05-09T21:16:39,POINT (7.645839006919608 51.96734139740094),15.0,%,4.208589,kg/h,0.8,precision,346.66202,deg,17.039231,km/h,100.000002,m,951.349254,u/min,1.5,%,0.4,precision,29.0,c,16.642857,km/h,39.000001,kPa,1.790889,l/h,5.448033,g/s,30.938464,%,1.0,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
71,5eb7582165b80c5d6be69f6c,2020-05-09T21:16:44,POINT (7.645798463465527 51.96743265173393),15.0,%,3.805772,kg/h,0.8,precision,347.625441,deg,0.158386,km/h,99.87276,m,798.843305,u/min,1.5,%,0.4,precision,29.0,c,0.0,km/h,42.0,kPa,1.619478,l/h,4.926586,g/s,34.780393,%,0.9738,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
72,5eb7582165b80c5d6be69f6d,2020-05-09T21:16:49,POINT (7.645793514945903 51.96743278573993),15.0,%,3.871979,kg/h,0.8,precision,0.0,deg,0.0,km/h,99.000003,m,793.839312,u/min,1.5,%,0.4,precision,29.0,c,0.0,km/h,42.999999,kPa,1.64765,l/h,5.01229,g/s,35.298256,%,0.8,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
73,5eb7582165b80c5d6be69f6e,2020-05-09T21:16:54,POINT (7.645793401014705 51.96743201136486),15.0,%,3.889005,kg/h,0.8,precision,0.0,deg,0.0,km/h,99.000001,m,797.330001,u/min,1.5,%,0.4,precision,28.999999,c,0.0,km/h,43.000001,kPa,1.654896,l/h,5.03433,g/s,35.675561,%,0.84493,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
74,5eb7582165b80c5d6be69f6f,2020-05-09T21:16:59,POINT (7.64579305922111 51.96742968823965),15.0,%,3.9407,kg/h,0.8,precision,0.0,deg,0.0,km/h,98.999997,m,789.566643,u/min,1.5,%,0.454509,precision,29.0,c,0.0,km/h,44.0,kPa,1.676894,l/h,5.10125,g/s,36.276688,%,1.054509,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
75,5eb7582165b80c5d6be69f70,2020-05-09T21:17:04,POINT (7.645792378097735 51.96744010621563),18.0,%,9.560889,kg/h,0.8,precision,347.642304,deg,3.919816,km/h,100.000003,m,1289.025111,u/min,1.644289,%,0.4,precision,29.0,c,3.58961,km/h,65.389048,kPa,4.068464,l/h,12.376605,g/s,58.088385,%,1.0,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
76,5eb7582165b80c5d6be69f71,2020-05-09T21:17:09,POINT (7.645703168625426 51.96765124029664),24.057554,%,18.293442,kg/h,0.8,precision,344.527191,deg,28.176832,km/h,100.0,m,2019.551016,u/min,1.5,%,0.4,precision,28.999999,c,27.46729,km/h,79.856211,kPa,7.784443,l/h,23.680926,g/s,78.143259,%,0.864646,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
77,5eb7582165b80c5d6be69f72,2020-05-09T21:17:14,POINT (7.645447887867038 51.96807158310506),14.894886,%,5.501353,kg/h,1.076892,precision,337.413422,deg,42.589571,km/h,100.0,m,1851.239745,u/min,1.669862,%,0.8,precision,28.000001,c,43.0,km/h,26.111702,kPa,2.341001,l/h,7.12152,g/s,18.681917,%,1.353784,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
78,5eb7582165b80c5d6be69f73,2020-05-09T21:17:19,POINT (7.644957212657085 51.96858005618202),18.000001,%,10.976247,kg/h,0.715884,precision,321.414876,deg,49.133838,km/h,98.999997,m,1669.25,u/min,2.0,%,0.4,precision,28.0,c,49.486842,km/h,57.777779,kPa,4.670743,l/h,14.20879,g/s,46.97409,%,0.915884,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
79,5eb7582165b80c5d6be69f74,2020-05-09T21:17:24,POINT (7.644233239653159 51.96903067290413),18.0,%,9.556014,kg/h,0.8,precision,312.519931,deg,49.980621,km/h,100.000003,m,1679.326506,u/min,2.0,%,0.4,precision,28.000001,c,50.000001,km/h,50.0,kPa,4.066389,l/h,12.370294,g/s,39.215687,%,1.0,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
80,5eb7582165b80c5d6be69f75,2020-05-09T21:17:29,POINT (7.643490306086537 51.96945986889031),15.692737,%,5.042187,kg/h,0.695751,precision,316.778124,deg,48.299931,km/h,101.525568,m,1609.798384,u/min,1.762784,%,0.4,precision,28.0,c,48.000001,km/h,27.521738,kPa,2.145612,l/h,6.527129,g/s,19.711739,%,0.8,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
81,5eb7582165b80c5d6be69f76,2020-05-09T21:17:34,POINT (7.642821642518987 51.96991370533638),16.0,%,7.199825,kg/h,0.8,precision,317.392623,deg,49.37267,km/h,102.0,m,1635.994451,u/min,1.5,%,0.4,precision,28.0,c,48.999999,km/h,38.669492,kPa,3.063755,l/h,9.320198,g/s,28.176696,%,1.0,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
82,5eb7582165b80c5d6be69f77,2020-05-09T21:17:40,POINT (7.642194938977959 51.97037669502522),15.0,%,5.633646,kg/h,0.8,precision,321.076628,deg,46.676031,km/h,103.000003,m,1566.443396,u/min,1.5,%,0.512538,precision,28.0,c,46.283017,km/h,31.601172,kPa,2.397296,l/h,7.292774,g/s,25.17862,%,1.0,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
83,5eb7582165b80c5d6be69f78,2020-05-09T21:17:45,POINT (7.641578571332391 51.97082667536142),16.0,%,6.414778,kg/h,0.8,precision,317.56856,deg,46.847312,km/h,102.421421,m,1560.753495,u/min,1.5,%,0.6,precision,27.049314,c,45.999999,km/h,36.0,kPa,2.729693,l/h,8.303953,g/s,29.019607,%,1.2,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
84,5eb7582165b80c5d6be69f79,2020-05-09T21:17:50,POINT (7.640914752529103 51.9712418479081),16.913545,%,5.495994,kg/h,0.8,precision,310.929769,deg,44.693547,km/h,102.621597,m,1470.820376,u/min,1.0,%,0.474171,precision,28.0,c,43.999999,km/h,32.833333,kPa,2.338721,l/h,7.114584,g/s,25.066899,%,1.0,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
85,5eb7582165b80c5d6be69f7a,2020-05-09T21:17:55,POINT (7.640140665968232 51.97157616359254),17.0,%,9.080979,kg/h,0.8,precision,298.985092,deg,46.997908,km/h,101.999997,m,1590.547175,u/min,1.5,%,0.6,precision,27.0,c,47.0,km/h,49.999999,kPa,3.864247,l/h,11.75536,g/s,41.246859,%,1.0,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
86,5eb7582165b80c5d6be69f7b,2020-05-09T21:18:00,POINT (7.63925924380931 51.97184031559037),16.0,%,6.730177,kg/h,0.8,precision,293.731124,deg,48.095998,km/h,102.000003,m,1613.000018,u/min,1.5,%,0.4,precision,27.0,c,47.999999,km/h,36.540626,kPa,2.863905,l/h,8.712238,g/s,27.450981,%,1.0,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
87,5eb7582165b80c5d6be69f7c,2020-05-09T21:18:05,POINT (7.638377129846859 51.97207857502276),15.0,%,3.992935,kg/h,0.858835,precision,293.809607,deg,46.861618,km/h,101.0,m,931.780487,u/min,1.5,%,0.458835,precision,27.0,c,46.000001,km/h,37.528611,kPa,1.699121,l/h,5.168869,g/s,28.949891,%,1.058835,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
88,5eb7582165b80c5d6be69f7d,2020-05-09T21:18:10,POINT (7.637553000655064 51.97229106594575),15.0,%,4.13828,kg/h,0.747567,precision,292.13928,deg,39.913711,km/h,100.0,m,953.718418,u/min,1.5,%,0.4,precision,27.0,c,39.000001,km/h,37.999999,kPa,1.76097,l/h,5.357019,g/s,30.607843,%,0.947567,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
89,5eb7582165b80c5d6be69f7e,2020-05-09T21:18:15,POINT (7.636962606262781 51.97243741865049),15.0,%,4.125512,kg/h,0.8,precision,292.784105,deg,20.720894,km/h,100.231767,m,950.77589,u/min,1.5,%,0.4,precision,26.999999,c,20.495799,km/h,38.0,kPa,1.755537,l/h,5.340491,g/s,30.962277,%,1.0,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
90,5eb7582165b80c5d6be69f7f,2020-05-09T21:18:20,POINT (7.636775245215993 51.97249662994847),17.272487,%,6.807966,kg/h,0.8,precision,293.177835,deg,5.246647,km/h,100.000001,m,887.088715,u/min,1.5,%,0.567164,precision,26.999999,c,5.6125,km/h,67.210047,kPa,2.897007,l/h,8.812937,g/s,60.399933,%,1.0,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
91,5eb7582165b80c5d6be69f80,2020-05-09T21:18:25,POINT (7.636440805842702 51.97258193781566),31.545455,%,22.327507,kg/h,0.9754,precision,289.181632,deg,28.193961,km/h,99.870258,m,2059.465518,u/min,1.5,%,0.6,precision,26.999999,c,28.344261,km/h,94.944444,kPa,9.501067,l/h,28.903037,g/s,95.22514,%,1.1754,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
92,5eb7582165b80c5d6be69f81,2020-05-09T21:18:30,POINT (7.63572650618536 51.97268679520177),21.0,%,15.01444,kg/h,0.771589,precision,281.490239,deg,42.275412,km/h,98.146343,m,1956.0,u/min,1.5,%,0.4,precision,26.000001,c,42.299449,km/h,66.999998,kPa,6.389123,l/h,19.436245,g/s,58.823527,%,0.971589,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
93,5eb7582165b80c5d6be69f82,2020-05-09T21:18:35,POINT (7.634802316532173 51.97280416492874),19.070755,%,12.109221,kg/h,0.8,precision,283.2966,deg,49.278965,km/h,98.000003,m,1640.396509,u/min,1.5,%,0.6,precision,26.0,c,49.000001,km/h,64.432041,kPa,5.15286,l/h,15.67543,g/s,56.378436,%,1.0,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
94,5eb7582165b80c5d6be69f83,2020-05-09T21:18:40,POINT (7.633809701249263 51.97295867328444),14.0,%,4.507409,kg/h,0.8,precision,285.400002,deg,48.572176,km/h,97.000003,m,1634.389636,u/min,1.5,%,0.400798,precision,26.0,c,48.000001,km/h,24.071652,kPa,1.918046,l/h,5.834857,g/s,16.012312,%,0.800798,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
95,5eb7582165b80c5d6be69f84,2020-05-09T21:18:45,POINT (7.632890663334226 51.97312463731915),16.0,%,5.83351,kg/h,0.8,precision,285.590658,deg,47.084634,km/h,96.999997,m,1581.084833,u/min,1.5,%,0.4,precision,27.0,c,45.999999,km/h,32.311614,kPa,2.482345,l/h,7.5515,g/s,24.794329,%,1.0,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
96,5eb7582165b80c5d6be69f85,2020-05-09T21:18:50,POINT (7.631962728539449 51.97330131740664),19.0,%,12.362494,kg/h,1.0,precision,288.300387,deg,48.571824,km/h,97.999999,m,1634.920503,u/min,1.5,%,0.6,precision,26.0,c,48.254545,km/h,66.000002,kPa,5.260636,l/h,16.003292,g/s,56.801715,%,1.2,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
97,5eb7582165b80c5d6be69f86,2020-05-09T21:18:55,POINT (7.631017683612542 51.9735227052033),17.000001,%,9.430378,kg/h,0.818971,precision,290.930365,deg,51.620867,km/h,99.0,m,1727.322285,u/min,2.0,%,0.6,precision,26.000001,c,51.000001,km/h,47.652997,kPa,4.012927,l/h,12.207657,g/s,36.440948,%,1.018971,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
98,5eb7582165b80c5d6be69f87,2020-05-09T21:19:00,POINT (7.630126978053372 51.97373192141858),15.0,%,4.19243,kg/h,1.0,precision,290.109571,deg,35.753239,km/h,98.999997,m,949.632404,u/min,1.921236,%,0.6,precision,26.0,c,34.4375,km/h,38.53406,kPa,1.784013,l/h,5.427115,g/s,30.032045,%,1.2,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
99,5eb7582165b80c5d6be69f88,2020-05-09T21:19:05,POINT (7.629774725992743 51.97381829667544),14.865672,%,3.954836,kg/h,0.845233,precision,289.867764,deg,8.414631,km/h,99.999997,m,841.936047,u/min,2.0,%,0.6,precision,25.999999,c,8.090909,km/h,41.000001,kPa,1.682909,l/h,5.119549,g/s,32.156864,%,1.045233,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
100,5eb7582165b80c5d6be69f89,2020-05-09T21:19:10,POINT (7.629792536541109 51.97381011715454),15.0,%,3.920127,kg/h,1.0,precision,84.811659,deg,3.432627,km/h,99.000003,m,874.804877,u/min,2.0,%,0.6,precision,26.000001,c,3.0,km/h,39.113208,kPa,1.668139,l/h,5.074618,g/s,30.833174,%,1.2,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
101,5eb7582165b80c5d6be69f8a,2020-05-09T21:19:15,POINT (7.629810757935047 51.97380424942821),15.0,%,3.978959,kg/h,1.0,precision,0.0,deg,0.0,km/h,99.0,m,807.673031,u/min,1.698216,%,0.6,precision,25.999999,c,2.0,km/h,42.999999,kPa,1.693174,l/h,5.150777,g/s,34.143241,%,1.2,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
102,5eb7582165b80c5d6be69f8b,2020-05-09T21:19:20,POINT (7.629810530548967 51.97380270048814),15.0,%,3.905311,kg/h,0.88483,precision,0.0,deg,0.0,km/h,98.999997,m,743.557917,u/min,1.71,%,0.6,precision,26.000001,c,0.0,km/h,45.843243,kPa,1.661834,l/h,5.055439,g/s,37.063279,%,1.08483,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
103,5eb7582165b80c5d6be69f8c,2020-05-09T21:19:25,POINT (7.629810985321127 51.97380579836828),18.0,%,9.711037,kg/h,0.8,precision,0.0,deg,0.0,km/h,99.000003,m,1389.886243,u/min,1.5,%,0.6,precision,26.0,c,0.0,km/h,60.984694,kPa,4.132356,l/h,12.570971,g/s,52.026142,%,1.0,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
104,5eb7582165b80c5d6be69f8d,2020-05-09T21:19:30,POINT (7.629810757935047 51.97380424942821),15.0,%,4.29864,kg/h,0.8,precision,0.0,deg,0.0,km/h,99.0,m,829.498592,u/min,2.0,%,0.6,precision,25.999999,c,0.0,km/h,45.232434,kPa,1.829209,l/h,5.564605,g/s,38.285945,%,1.0,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
105,5eb7582165b80c5d6be69f8e,2020-05-09T21:19:35,POINT (7.629810757935047 51.97380424942821),15.0,%,4.481128,kg/h,0.893056,precision,0.0,deg,0.0,km/h,99.0,m,731.873926,u/min,1.762922,%,0.493056,precision,26.0,c,0.0,km/h,53.442358,kPa,1.906863,l/h,5.800836,g/s,44.374058,%,1.093056,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
106,5eb7582165b80c5d6be69f8f,2020-05-09T21:19:40,POINT (7.629819861245102 51.97380808862147),15.0,%,5.077956,kg/h,1.0,precision,0.0,deg,0.0,km/h,99.0,m,984.942638,u/min,1.767787,%,0.6,precision,26.0,c,0.0,km/h,45.0,kPa,2.160832,l/h,6.573432,g/s,39.512205,%,1.2,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
107,5eb7582165b80c5d6be69f90,2020-05-09T21:19:46,POINT (7.629820371602108 51.97380924082935),,,,,0.8,precision,0.0,deg,0.0,km/h,99.000002,m,,,1.970367,%,0.6,precision,,,,,,,,,,,,,1.0,precision,5eb7582165b80c5d6be69f22,3.4112747685326172,2020-05-09T21:10:46Z,2020-05-09T21:19:46Z,car,1798,Caliber,58395f40e4b0a979d45bd61b,gasoline,2007,Dodge
